rho eq,E/A,K,J,L,h v 2-,a s +,h s nabla,kappa,kappa',f xi ex,h xi +,h xi nabla,binding energy,std radii,other quantities
0.1554223081047233,-16.093702208343174,227.8740087847679,30.13399221066201,45.55576528596092,87.39437873873312,0.6355019559432393,0.3492980301132759,0.20835809298761304,0.6999560399428691,-4.456350683537983,4.1877251750753794,2.977724830419055,247.40156151662825,476.25066313355165,21.778452658436585
0.14772943478680162,-15.71714163853229,156.08586704362818,24.37483556893248,14.193102762555778,93.49393459785327,0.5519882328415924,0.43556008907689814,0.11766531475257305,-0.7833739472411384,-4.38813462683856,3.96973737106086,-0.27020493071856055,59545.166204674126,49.3865230863203,703.7882336757275
0.16033698644453637,-15.91390667327501,196.75690677346228,35.826472630694255,13.663009221627739,68.46286188146682,0.5281979626685314,0.13531944523061443,0.11981246374634374,0.04778718344828048,-4.489378651972645,4.243560997120271,3.125724992203015,71751.0486917533,15677.236826365539,2625.1065124972192
0.15517294370028276,-15.702237216448221,142.44676206485047,27.301211151941246,4.768936422886119,77.62230520116206,0.6101740356021211,0.4989413545890292,0.13547553778144328,0.44888277759104744,-4.380992566378479,4.2477135513904045,-0.9069325559803565,87.99725847607118,71.94953257510547,40.56907766700766
0.15873878345864262,-15.686552110073535,203.0595213606804,22.416094284139668,7.8485304954224775,54.55512721612189,0.43018456835497143,0.034112057974863164,0.16147763836640966,-0.8637164373112537,-4.428058916029759,4.153190120253755,1.1854345810400755,11.86128075132276,56.24747691136418,36566930.78829657
0.1524671934260186,-15.764610448879015,181.21980782005772,32.46219757121953,61.498161396093366,42.24883850395608,0.5307537482028775,0.1623667741066626,0.17967011419900542,-0.07151748650523948,-4.404354261937184,4.16557186798525,2.907495284340421,192930.66252826568,88692.00453611097,6152.481533864491
0.15228386375798872,-15.815209248907324,162.71137407357207,20.04923721287969,55.7342448790439,49.41416108464952,0.5650775729562082,0.22128625566735147,0.20610841887946973,-0.181943654577581,-4.615399979104105,4.246689423863156,3.5213779954272226,145.37375582977364,22.400772786056258,20.903456770673344
0.16645783540540107,-15.5282284132488,210.13779832177005,26.586786067151984,55.3657995666401,70.18557752873743,0.4275904306530109,0.08358662353960435,0.1414483116962692,-0.031037151860974,-4.4678859791077725,3.9478602011445973,2.878305521388535,35755.27116521796,23.524034186906476,3097.93313551476
0.16171324865692568,-15.567590242809297,222.41883798207954,25.232270607354046,30.20216732293196,72.04781248056639,0.5999991603873092,0.46043930062250693,0.20938703946547949,0.6686771992463961,-4.431542053746703,4.095541387844087,0.22899982227103122,61.158250814905614,46.00264647958583,15.99777260546484
0.16589513393689068,-15.750509887995157,221.66687637324662,35.83886433802974,62.26129224484463,22.131294326264875,0.6239062923996602,0.38842542194406854,0.07833009360639437,0.24861569697388697,-4.586748707399511,4.113889222272927,-0.8370551845803853,29.906113214957642,13083.417888720358,662.3090169904898
0.14882384979570795,-15.597849641549935,222.02514543700534,27.067508758102196,64.69194766673729,80.09869099235898,0.6603367567743069,0.14751727226179617,0.1782369074865463,-0.7973496463303041,-4.554157892559468,4.026165950186738,-0.7899311147856509,11625.963185189514,29.956526228640165,11.9673666602039
0.16331872906563696,-15.84500241742545,183.2399125592248,30.073217235499754,11.775697744386825,7.807272507034943,0.5034062722954618,0.4331035977871234,0.21571730460682098,0.5089241692602368,-4.4414527071112895,4.166936503047321,-0.7505646224951055,1136.648499410411,63.81136794715832,45.57922645793997
0.16228935050213367,-15.90528590742839,157.3535295497234,35.58366263560903,14.865450827606114,98.01481502510508,0.5043138221352417,0.12213171370052014,0.0804700836347044,-0.5366705019458231,-4.437355537464932,4.128679162264562,0.021679068647667443,28019.614254050193,38.38323325545093,60.15552559767032
0.16037586386473313,-16.011760989796613,223.27022921024474,34.70653074105949,33.98458473354844,52.06756804391682,0.6420534460151587,0.3958754867627802,0.15129737692144365,0.9269434210193789,-4.562555485937584,3.9815186063451273,2.74340261696556,1342.0890416389238,24.667415417737367,371.710876356778
0.16209767698561858,-15.779816102827825,194.84873910984865,22.98401750999104,65.93981781111354,37.672028878482934,0.5836217687203378,0.362637462283404,0.18060265790894575,0.801883014758228,-4.53172635890134,4.034438132608838,2.5770767052491284,133.93832182340586,23.480605585538832,114742489.13305724
0.15617479235443854,-15.59197164561813,203.98111453545374,29.70881704521602,25.92095569745082,57.19110789925015,0.6947255057800685,0.4272936916155225,0.21340401114367552,0.6707153931766482,-4.595608879019042,4.2540927546808085,2.596120246301884,13.643425062551907,49.726553539110625,50.63251666836849
0.16249468054505142,-15.759928398602282,197.31866949823927,20.241641114854083,6.438719909141362,41.324503298364654,0.6557718644724146,0.20447237619074765,0.20204212933079707,0.33679172090967324,-4.385371918740021,3.9723424198604604,3.4985106589967305,12086.517070656959,50825.99127438789,106841.69307364283
0.15749728222609533,-15.536965674942007,145.5652043688877,31.285389612812484,35.50514625220861,16.13856812955653,0.5696002641965776,0.14127286429434768,0.15949760025227736,-0.762843904354222,-4.4551550340244805,3.997804917107569,1.6809678039091533,1436.4801116171775,32.020897269420225,13.930269400704548
0.15115057399141965,-16.062315466995233,138.09298466104423,26.973059863793846,40.73335316055978,69.48970717943,0.44750964665523585,0.23757453690543584,0.1607198199250338,0.0324208175500631,-4.51232674867837,4.152082191892822,2.9476999245783255,280.12186089232557,654.0615177589444,107.86071193525963
