temp,RT,EQR,Solvent,Base,-TFMC product,unwanted byproduct,reaction time
130.59576505377976,124.11179654938924,1.3630634910086112,S2,B1,-5.694524034844189,1.5936603826207283,124.11179654938924
41.02860781536938,203.03465045522222,1.4894475502455489,S2,B2,-2.365717033241336,2.4540392890367535,203.03465045522222
93.13033628083292,254.42921680086067,0.848919315723347,S1,B2,-1.7657598611736032,5.507649464211774,254.42921680086067
98.36384268850334,195.17503950188006,0.8298841192348291,S1,B2,-1.689435223105968,5.5622387540279465,195.17503950188006
133.76456650935734,156.64298019922413,1.328020459180009,S1,B1,-5.02168240382825,2.7122170988429657,156.64298019922413
82.78941876755948,113.98645074718729,1.0101822427137237,S1,B1,-4.887334990546298,3.911742269580884,113.98645074718729
104.20139377070258,78.49908140466954,0.924453280895246,S2,B1,-6.416212582231081,2.1749923210935282,78.49908140466954
38.05977008830891,235.11099917926094,0.8226697935289093,S2,B2,-3.2016554675270137,3.782668285548638,235.11099917926094
128.1527978388803,299.9063283791941,1.2765940086863556,S1,B2,-0.9931197978320725,5.993882629290914,299.9063283791941
60.362565441558154,270.20318505267005,1.300879441992575,S2,B1,-5.074050706897258,2.752184505650302,270.20318505267005
66.10535381319085,290.0965491467241,0.99963642653846,S1,B2,-1.9201356648180359,5.367687627626425,290.0965491467241
118.56330953884171,89.76836748607184,1.3834861877631908,S1,B1,-4.6176470376726115,2.4684320898854875,89.76836748607184
47.87251421065077,143.28418512624788,1.4330923371060504,S2,B2,-2.616409045385939,2.7615812735636354,143.28418512624788
64.44059420760496,178.55769897499465,1.3412675490661559,S2,B2,-2.927205365048941,3.2587345242628603,178.55769897499465
138.11627086288814,291.25588717333306,1.4262295228073656,S2,B1,-5.301739781826851,1.408870489570368,291.25588717333306
43.70627083997835,215.67546765813526,0.9451287936234503,S1,B1,-3.357194600422109,5.307872973009901,215.67546765813526
117.12833369242351,65.78231344338164,1.2648986977355463,S2,B2,-2.1659237174058297,4.347843216064308,65.78231344338164
55.61846748420528,173.39310328589823,1.0623375966206927,S2,B2,-3.4114284387808347,3.9258717098499574,173.39310328589823
51.98985309757269,284.495326353565,1.1068584210522543,S1,B1,-3.7096531167764413,4.883987045176928,284.495326353565
91.46018789420786,161.860021992295,1.4068860229695739,S1,B1,-4.158131700610509,2.725573486067127,161.860021992295
113.09341791347936,133.82021072131985,1.092164832770049,S2,B1,-6.6015108879399955,2.175870486342669,133.82021072131985
106.45102643227467,242.89026215150975,1.0332708282697567,S1,B1,-5.446690726880798,3.4731341397927906,242.89026215150975
135.89497753546,265.5168919292371,1.0752607385740163,S1,B1,-5.692518312755742,3.296096295458204,265.5168919292371
144.0533022739084,169.98679429039265,0.9368718285899594,S1,B1,-5.699234813131234,3.3434507275393726,169.98679429039265
79.65853291244929,225.7235195990926,0.8929656941530089,S1,B1,-4.748741696369055,3.9427099648831607,225.7235195990926
59.25167876834064,146.6006290071135,1.2064374658717136,S1,B2,-1.7686358650172989,5.014584094039371,146.6006290071135
110.61541283891957,100.80004013361705,1.389839524476712,S1,B1,-4.526877998500012,2.5215059082776072,100.80004013361705
68.35920101057205,278.08840151932236,0.9826395055134356,S1,B2,-1.9258548152904504,5.377566204843933,278.08840151932236
77.12049461538834,251.6443276632408,0.9549400211903174,S1,B2,-1.9216084657003094,5.437011846991126,251.6443276632408
56.68335571558106,220.55047063931565,0.9061200585042893,S1,B1,-3.9258475986855483,4.714629081031362,220.55047063931565
71.19451822946036,193.65654295475858,0.807695274690302,S2,B2,-3.227035041378393,3.8239165973115172,193.65654295475858
138.74653102973264,204.14682951933273,1.045713690674542,S2,B2,-1.7193036706847487,6.00320996453002,204.14682951933273
