temp,RT,EQR,Solvent,Base,-TFMC product,unwanted byproduct,reaction time
36.26227105903285,199.68108905909904,1.4644900559411074,S2,B2,-2.427805865750883,2.6267509311968578,199.68108905909904
84.62516186916102,126.34076750327009,1.1177927098544451,S1,B2,-1.8539505940637264,5.42412148236905,126.34076750327009
59.31145257196113,163.64180127010482,0.8264848220109492,S1,B2,-1.8033973371952845,5.1135703046277,163.64180127010482
69.4458567695308,196.1642969762299,1.0538451700736615,S1,B2,-1.9208671537279276,5.363915385630195,196.1642969762299
60.67101189113549,84.68809577956343,0.9833594178611029,S1,B1,-4.061461255991229,4.522402410590241,84.68809577956343
98.4590073508708,229.65768806734516,1.024898064948883,S1,B1,-5.297548535398318,3.596037456862234,229.65768806734516
127.71713052858644,129.449525767909,0.9771886142525139,S2,B2,-2.1503142517595286,5.519945731831071,129.449525767909
47.97181834905331,177.60635703324817,1.1493851708861251,S2,B2,-3.3116122009525313,3.803365201454243,177.60635703324817
141.38406577796854,100.49775337823684,1.0393151671506182,S2,B2,-1.5926279698472752,6.077631098554134,100.49775337823684
101.46205717045744,290.96415290861773,1.1301378202169021,S2,B1,-6.448807736527776,2.2440583090952426,290.96415290861773
123.31590844309702,279.2999437266615,0.8359526238553151,S2,B2,-2.227754357563787,5.153429865975956,279.2999437266615
103.31894374214285,186.85808976453967,1.0116827518569844,S2,B1,-6.592557336583301,2.3008059639318414,186.85808976453967
148.61093731645678,297.91402229692085,0.9538372337328291,S1,B1,-5.696040433385777,3.392295839974155,297.91402229692085
144.0767765781285,218.456227604088,1.1542220474334437,S2,B2,-1.4391748412628447,6.073155634786788,218.456227604088
62.965630042384696,240.17103745451982,0.8903861046510317,S1,B2,-1.8742783814587605,5.262639146031609,240.17103745451982
79.12134013261638,174.62929534613357,1.3972830948434014,S2,B2,-2.662280983252889,3.1381238150870043,174.62929534613357
46.45082218713536,180.0921273518848,1.4330171074795899,S1,B1,-2.698758235906515,3.7905645846007294,180.0921273518848
114.3983841942695,212.67513100188006,1.2188727565924253,S1,B2,-1.3762870015130972,5.806758661693751,212.67513100188006
147.38686789362345,248.29159021427193,1.0096746552346647,S1,B1,-5.714771176995725,3.392917413672703,248.29159021427193
110.2040861782325,72.13869561481394,1.4512548099950293,S1,B1,-4.094718521984595,2.133766293859617,72.13869561481394
41.42096758759013,223.46082234402843,1.3495609907447856,S2,B1,-4.241146305671036,3.2173698756661917,223.46082234402843
82.55897803463132,262.64110552511266,1.4792433075001576,S1,B1,-3.59419170495405,2.4967352036524355,262.64110552511266
112.86834768750302,149.60356982382567,1.3029931381085182,S1,B1,-4.966837357966268,2.8768190697989855,149.60356982382567
74.71039582916072,118.12980067758866,1.2419674103406044,S1,B1,-4.321556084776892,3.7590501075151304,118.12980067758866
118.1787965599452,275.3887231461475,1.3652885257500949,S1,B1,-4.762768463806406,2.6030173852396548,275.3887231461475
42.10039738931354,255.3424487463142,1.4198295884874188,S2,B2,-2.635526182490259,2.8494479600718163,255.3424487463142
125.8280552598204,133.35747342036677,0.9575460824355569,S2,B2,-2.214781796420492,5.435673433075667,133.35747342036677
93.89470439249422,215.77700487685473,1.2787999513485497,S1,B1,-4.7342220740791605,3.2151230846593375,215.77700487685473
69.59013192218492,281.82389749136394,1.4073684945184066,S2,B1,-4.823057260515237,2.0896389157863506,281.82389749136394
108.25041892744113,92.51632170928424,0.808438687265003,S1,B2,-1.497113839546044,5.653677198177233,92.51632170928424
86.62838837082055,243.4072499950806,1.066281505646625,S2,B1,-6.31224088203891,2.536403745270772,243.4072499950806
91.86808484358517,115.93491996223392,1.326258739668964,S2,B1,-5.649226238778494,1.9373837251037287,115.93491996223392
129.4546741523655,192.35676119447797,1.3346067020823247,S2,B1,-5.858846010407837,1.6882924906188785,192.35676119447797
52.52056164327452,208.16700507536743,1.3120812002404585,S1,B1,-3.3400921041993517,4.235484946661363,208.16700507536743
121.51212169872156,110.10528726461914,1.1871448114779999,S2,B2,-2.2486403307574383,4.9944621728040826,110.10528726461914
54.22686817131971,138.78846237367043,1.1020115266810722,S1,B2,-1.8123901018423725,5.26033587170839,138.78846237367043
137.64665824025963,83.03596110824027,0.8536566778376712,S2,B1,-6.38265341100412,2.069423021190609,83.03596110824027
65.74806789252023,267.93608232394786,1.3803517558237846,S1,B1,-3.5931581996983635,3.461980498398752,267.93608232394786
57.24246710012177,287.39601590560426,1.0902927163097162,S2,B1,-5.500482574688101,3.3202105630124468,287.39601590560426
